,pos,neu,neg,comp,close,supplyProfit,utxosProfit,LTH-NUPL
2021-02-05 10:00:00,0.1048,1.081807142857143,0.0,0.27832875,37499.0,17814957.7478439,116394808.0,0.8519308460066157
2021-02-05 11:00:00,0.07109479662698412,1.0963894791666666,0.03863616071428571,0.0867238179563492,37787.0,17929344.4235351,116616628.0,0.8523882507070375
2021-02-05 12:00:00,0.09736388888888887,1.0327448214285713,0.01920015211640212,0.20035178141534393,37962.0,18003211.4339022,116836478.0,0.8536520048433972
2021-02-05 13:00:00,0.0719091792929293,1.0524779734848484,0.029432291666666666,0.09574798705808081,38405.0,18114817.0343301,117008096.0,0.85376052526433
2021-02-05 14:00:00,0.06983393630979157,1.0490657108851187,0.026264880041985305,0.1231145575852023,38206.0,18041219.6749088,116960865.0,0.854458115059544
2021-02-05 15:00:00,0.07277547453703705,1.0607934408068782,0.03425185185185185,0.10448149785052911,38072.0,17991090.7695912,116813782.0,0.8538622211444293
2021-02-05 16:00:00,0.08112361712361713,1.0340955522486772,0.02713393308080808,0.14624140767797017,37895.0,17917078.5333194,116627084.0,0.8540445366959193
2021-02-05 17:00:00,0.08269457618611417,1.0706050330039423,0.02100729210581539,0.16315659043604816,37986.0,17959069.7027591,116700226.0,0.853284488736686
2021-02-05 18:00:00,0.09056752735690236,1.0481013404882156,0.029049734848484846,0.16466456881313132,37471.0,17751826.1009839,116319474.0,0.8519716882211474
2021-02-05 19:00:00,0.09854680059523808,0.9952881110209235,0.019110930735930735,0.21373180803571432,37672.0,17861606.5753195,116480361.0,0.8522137932286689
2021-02-05 20:00:00,0.08574491702741703,1.0188687012987012,0.020345586219336218,0.14747172528860028,37808.0,17918403.0428784,116642961.0,0.8527790924162595
2021-02-05 21:00:00,0.07183670482295483,1.0303349221611722,0.04121283577533578,0.08048880128205128,37881.0,17965076.4942441,116720504.0,0.852945586699104
2021-02-05 22:00:00,0.07293973817304698,1.0504013565981947,0.01400892857142857,0.1297226335978836,37851.0,17964423.1864476,116737789.0,0.8531446623718931
2021-02-05 23:00:00,0.05079830853174603,1.0619599520502645,0.018545416666666665,0.07221218204365079,38386.0,18109413.4926625,117064473.0,0.8533906088297168
2021-02-06 00:00:00,0.050208333333333334,1.0920160648148147,0.0310175,0.042770203703703706,38837.0,18184615.1245372,117295256.0,0.8563817971857668
2021-02-06 01:00:00,0.08375182840307839,1.0460309565897066,0.03898492063492063,0.09315019438431937,38915.0,18157682.1246298,117268837.0,0.8564983828531778
2021-02-06 02:00:00,0.07769469303423848,1.0749745120031484,0.03428978748524203,0.07975048819362456,39484.0,18210794.4824737,117405456.0,0.8588753865810802
2021-02-06 03:00:00,0.06656309523809524,1.0923883928571427,0.01289375,0.1282436755952381,39476.0,18204996.602044,117378611.0,0.8586237945246535
2021-02-06 04:00:00,0.10693488095238095,1.0661123412698412,0.033216666666666665,0.19665927777777778,39263.0,18203830.9500124,117323175.0,0.8583248056140382
2021-02-06 05:00:00,0.08593707988980716,1.0104563269054179,0.05265250688705234,0.06892685950413226,39120.0,18183582.5925965,117244165.0,0.8572695433955023
2021-02-06 06:00:00,0.09378881944444444,1.054428611111111,0.04761479166666666,0.12911995833333334,39362.0,18198706.7994767,117330826.0,0.8588662375518733
2021-02-06 07:00:00,0.08251132936507936,1.0150959126984127,0.023950297619047618,0.11946613293650793,39460.0,18208454.3005524,117326018.0,0.8587970613880533
